"ID","NAME","CAPACITY","ROOMTYPE","ADDRESS","MUNICIPALITY"
589,"CASA DE FADOS CAFÉ LUSO",160,9,"TRAVESSA DA QUEIMADA 10",1106
590,"CASA DE FADOS LISBOA À NOITE",180,9,"RUA DAS GÁVEAS 69",1106
591,"CASA DE FADOS A SEVERA",120,9,"RUA DAS GÁVEAS 51-61",1106
592,"RESTAURANTE TÍPICO TIMPANAS",157,9,"RUA GILBERTO ROLA 22-24",1106
593,"HOT CLUBE DE PORTUGAL",140,8,"PRAÇA DA ALEGRIA  48",1106
594,"SOCIEDADE DE INSTRUÇÃO GUILHERME COSSOUL",70,3,"AVENIDA DOM CARLOS I  61  1º",1106
595,"CASA DE FADOS SENHOR VINHO",120,9,"RUA DO MEIO À LAPA 18-22",1106
596,"CASA DA COMÉDIA",60,1,"RUA SÃO FRANCISCO DE BORJA  22",1106
597,"TEATRO DA GRAÇA-VOZ DO OPERÁRIO",86,1,"TV S VICENTE 11",1106
598,"TEATRO MARIA VITÓRIA",592,1,"PARQUE MAYER",1106
599,"TEATRO MUNICIPAL MARIA MATOS",447,1,"AVENIDA FREI MIGUEL CONTREIRAS",1106
600,"CAFÉ CONCERTO DO TEATRO MUNICIPAL MARIA MATOS",80,2,"AVENIDA FREI MIGUEL CONTREIRAS",1106
601,"ACADEMIA DE SANTO AMARO",286,3,"RUA DA ACADEMIA RECREATIVA DE SANTO AMARO 9",1106
985,"PRAÇA DE TOIROS JOSÉ DE ALMEIDA - MOURA",3500,18,"AVENIDA SALÚQUIA, FREGUESIA DE S. JOÃO BATISTA",210
986,"PRAÇA DE TOIROS DA AMARELEJA",1652,18,"AMARELEJA",210
987,"PRAÇA DE TOIROS DA PÓVOA DE S MIGUEL - MOURA",1000,18,"PÓVOA DE S MIGUEL",210
988,"PRAÇA DE TOIROS DE SOBRAL DA ADIÇA",1000,18,"SOBRAL DA ADIÇA",210
989,"CINE TEATRO SOUSA TELLES",168,14,"PRAÇA D. DINIZ, OURIQUE",212
990,"PRAÇA DE TOIROS DR.ANTÓNIO AFONSO NOBRE SEMEDO",1600,18,"GARVÃO",212
991,"AUDITÓRIO DO CENTRO DE MÚSICA MUSIBÉRIA",140,7,"RUA AFONSO HENRIQUES DO PRADO CASTRO E LEMOS",213
992,"SALA PARA ESPECTÁCULOS CASA DO POVO AVEIRAS CIMA",450,3,"RUA 25 ABRIL N.º 13, 1º",1103
993,"CINEMA ATRIUM AZAMBUJA",104,17,"RUA ENGº MONIZ DA MAIA E RUA TEODORO JOSÉ DA SILVA FRACÇÃO R",1103
994,"PRAÇA DE TOIROS DR. ORTIGÃO COSTA - AZAMBUJA",2140,18,"CAMPO DA FEIRA DE MAIO",1103
995,"CINE TEATRO DE ALMEIRIM",268,14,"PRAÇA DA REPÚBLICA",1403
996,"PRAÇA DE TOIROS DE ALMEIRIM",5490,18,"ALMEIRIM",1403
997,"CINE TEATRO DE BENAVENTE",453,14,"PRAÇA DA REPÚBLICA",1405
998,"AUDITÓRIO DO CENTRO CULTURAL DE SAMORA CORREIA",300,7,"RUA DOS OPERÁRIOS AGRICOLAS",1405
999,"CINEMA AO AR LIVRE DO CINE TEATRO DE BENAVENTE",300,13,"PRAÇA DA REPÚBLICA",1405
1000,"GRANDE AUDITÓRIO DO CINE TEATRO MUNICIPAL CARTAXO",330,7,"RUA 5 DE OUTUBRO",1406
1001,"PEQUENO AUDITÓRIO DO CINE TEATRO MUNICIPAL CARTAXO",89,7,"RUA 5 DE OUTUBRO",1406
1002,"SALA DE ESP. SOC. FILARM. INCRIVEL PONTEVELENSE",144,8,"PONTEVEL",1406
1003,"PRAÇA DE TOIROS DO CARTAXO",3363,18,"LARGO VASCO DA GAMA",1406
1004,"PRAÇA DE TOIROS DA CHAMUSCA",2540,18,"RUA  DIREITA DE SÃO PEDRO",1407
1005,"CINE TEATRO DA CHAMUSCA",308,14,"LARGO 25 DE ABRIL, CHAMUSCA",1407
1006,"PRAÇA DE TOIROS DE CORUCHE",6024,18,"LARGO DO ROSSIO",1409
1007,"AUDITÓRIO MUNICIPAL DE CORUCHE",144,7,"PARQUE DO SORRAIA",1409
1008,"ANFITEATRO DO PARQUE DO SORRAIA",280,10,"PARQUE DO SORRAIA (ROSSIO)",1409
1009,"CINE-TEATRO / CASA DA CULTURA DE RIO MAIOR",250,14,"RUA 5 DE OUTUBRO",1414
1010,"PRAÇA DE TOIROS DE SALVATERRA DE MAGOS",3205,18,"SALVATERRA DE MAGOS",1415
1011,"TEATRO SÁ DA BANDEIRA",203,14,"RUA JOÃO AFONSO",1416
1012,"TEATRO DO CÍRCULO CULTURAL SCALABITANO",100,1,"R MAESTRO LUIS SILVEIRA",1416
1013,"PRAÇA DETOIROS MONUMENTAL CELESTINO GRAÇA-SANTARÉM",11438,18,"LARGO EMILIO INFANTE DA CÂMARA",1416
1014,"GRANDE AUDITÓRIO DA CNEMA",1206,7,"QTA DAS CEGONHAS LT 7",1416
1015,"PEQUENO AUDITÓRIO DA CNEMA",106,6,"QTA DAS CEGONHAS LT 7",1416
1016,"AUDITÓRIO DO CENTRO DE JUVENTUDE DE SANTARÉM",168,7,"AV GRUPO DE FORCADOS AMADORES DE SANTARÉM  1",1416
1017,"CINEMAS W SHOPPING - SALA 1",69,15,"LARGO CÂNDIDO DOS REIS",1416
1018,"CINEMAS W SHOPPING - SALA 2",75,15,"LARGO CÂNDIDO DOS REIS",1416
1019,"CINEMAS W SHOPPING - SALA 3",254,15,"LARGO CÂNDIDO DOS REIS",1416
1020,"CINEMAS W SHOPPING - SALA 4",131,15,"LARGO CÂNDIDO DOS REIS",1416
1021,"CINEMAS W SHOPPING - SALA 5",85,15,"LARGO CÂNDIDO DOS REIS",1416
1022,"CINEMAS W SHOPPING - SALA 6",158,15,"LARGO CÂNDIDO DOS REIS",1416
1023,"PRAÇA DE TOIROS DE ALBUFEIRA",3250,18,"AREIAS DE SÃO JOÃO",801
1024,"AUDITÓRIO DA CÂMARA MUNICIPAL DE ALBUFEIRA",368,7,"RUA DO MUNICÍPIO, CERRO DA ALAGOA",801
1025,"CINE PLACE ALGARVE SHOPPING - SALA 1",114,15,"CENTRO COMERCIAL ALGARVESHOPPING - GUIA",801
1026,"CINE PLACE ALGARVE SHOPPING - SALA 2",185,15,"CENTRO COMERCIAL ALGARVESHOPPING - GUIA",801
1027,"CINE PLACE ALGARVE SHOPPING - SALA 3",89,15,"CENTRO COMERCIAL ALGARVESHOPPING - GUIA",801
1028,"CINE PLACE ALGARVE SHOPPING - SALA 4",102,15,"CENTRO COMERCIAL ALGARVESHOPPING - GUIA",801
1029,"CINE PLACE ALGARVE SHOPPING - SALA 5",83,15,"CENTRO COMERCIAL ALGARVESHOPPING - GUIA",801
1030,"CINE PLACE ALGARVE SHOPPING - SALA 6",126,15,"CENTRO COMERCIAL ALGARVESHOPPING - GUIA",801
1031,"CINE PLACE ALGARVE SHOPPING - SALA 7",142,15,"CENTRO COMERCIAL ALGARVESHOPPING - GUIA",801
1032,"CINE PLACE ALGARVE SHOPPING - SALA 8",156,15,"CENTRO COMERCIAL ALGARVESHOPPING - GUIA",801
1033,"CINE PLACE ALGARVE SHOPPING - SALA 9",114,15,"CENTRO COMERCIAL ALGARVESHOPPING - GUIA",801
1034,"CINEMA OSSONOBA",200,7,"ESTOI",805
1035,"TEATRO LETHES",256,1,"RUA DR JUSTINO CÚMANO, Nº. 1",805
1036,"AUDITÓRIO INSTITUTO PORTUGUÊS DA JUVENTUDE (FARO)",135,7,"RUA DA P.S.P.",805
1037,"AUDITÓRIO PEDRO RUIVO/CONS.REG. DO ALGARVE",450,7,"AV DR JÚLIO FILIPE ALMEIDA CARRAPATO  93",805
1038,"TEATRO MUNICIPAL DE FARO / TEATRO DAS FIGURAS",794,1,"EN 125  HORTA DAS FIGURAS",805
1039,"PEQUENO AUDITÓRIO DO TEATRO DAS FIGURAS",148,8,"EN 125  HORTA DAS FIGURAS",805
1040,"COMPLEXO DE CINEMAS FORUM ALGARVE - SALA 1",150,15,"SÍTIO DA MÁ VONTADE",805
1041,"COMPLEXO DE CINEMAS FORUM ALGARVE - SALA 2",114,15,"SÍTIO DA MÁ VONTADE",805
1042,"COMPLEXO DE CINEMAS FORUM ALGARVE - SALA 3",193,15,"SÍTIO DA MÁ VONTADE",805
1043,"COMPLEXO DE CINEMAS FORUM ALGARVE - SALA 4",193,15,"SÍTIO DA MÁ VONTADE",805
1044,"COMPLEXO DE CINEMAS FORUM ALGARVE - SALA 5",302,15,"SÍTIO DA MÁ VONTADE",805
1045,"AUDITÓRIO DA UNIVERSIDADE DO ALGARVE",418,7,"UNIVERSIDADE DO ALGARVE, CAMPUS DE GAMBELAS",805
1046,"AUDITÓRIO MUNICIPAL DE LAGOA",298,7,"RUA DO CENTRO DE SAÚDE",806
1047,"AUDITÓRIO DO PAVILHÃO MULTIUSOS DO ARADE",1300,7,"SITIO DA PASSAGEM - PARCHAL",806
1048,"CINEMA LAGOSHOPPING - SALA 1",346,15,"RUA CÂNDIDO DOS REIS",807
1049,"CINEMA LAGOSHOPPING - SALA 2",94,15,"RUA CÂNDIDO DOS REIS",807
1050,"AUDITÓRIO MUNICIPAL AO AR LIVRE DE LAGOS",2500,10,"PARQUE DAS FREIRAS",807
1051,"AUDITÓRIO DO CENTRO CULTURAL DE LAGOS",288,7,"RUA LANÇAROTE DE FREITAS, Nº.7",807
1052,"CINE TEATRO LOULETANO",345,14,"AV JOSÉ DA COSTA MEALHA",808
1053,"SALA DE ESPECTÁCULOS DO CASINO DE VILAMOURA",400,16,"VILAMOURA",808
1054,"AUDITÓRIO MUNICIPAL DE OLHÃO",420,7,"RUA DIOGO DE MENDONÇA CORTE REAL",810
1055,"CINEMAS RIA SHOPPING - SALA 1",68,15,"CENTRO COMERCIAL E. N. 125, Nº. 100 - OLHÃO",810
1056,"CINEMAS RIA SHOPPING - SALA 2",61,15,"CENTRO COMERCIAL E.N. 125, Nº. 100 - OLHÃO",810
1057,"CINEMAS RIA SHOPPING - SALA 3",52,15,"CENTRO COMERCIAL E.N. 125, Nº. 100 - OLHÃO",810
1058,"AUDITÓRIO DA CÂMARA MUNICIPAL DE PORTIMÃO",960,7,"AVENIDA MIGUEL BOMBARDA",811
1059,"SALA DE ESPECTÁCULOS DO CASINO DA PRAIA DA ROCHA",220,16,"AVENIDA TOMÁS CABREIRA - PRAIA DA ROCHA",811
1060,"CINEPLACE CONTINENTE DE PORTIMÃO - SALA 1",181,15,"CENTRO COMERCIAL CONTINENTE",811
1061,"CINEPLACE CONTINENTE DE PORTIMÃO - SALA 2",126,15,"CENTRO COMERCIAL CONTINENTE",811
1062,"CINEPLACE CONTINENTE DE PORTIMÃO - SALA 3",111,15,"CENTRO COMERCIAL CONTINENTE",811
1063,"CINEPLACE CONTINENTE DE PORTIMÃO - SALA 4",111,15,"CENTRO COMERCIAL CONTINENTE",811
1064,"CINEPLACE CONTINENTE DE PORTIMÃO - SALA 5",126,15,"CENTRO COMERCIAL CONTINENTE",811
1065,"CINEPLACE CONTINENTE DE PORTIMÃO - SALA 6",181,15,"CENTRO COMERCIAL CONTINENTE",811
1066,"GRANDE AUDITÓRIO NUNO MERGULHÃO DO TEMPO",458,7,"LARGO  1º DEZEMBRO",811
1067,"PEQUENO AUDITÓRIO DO TEMPO",165,7,"LARGO  1º DEZEMBRO",811
1068,"CAFÉ CONCERTO DO TEMPO-TEATRO MUN. PORTIMÃO",150,2,"LARGO 1º. DEZEMBRO",811
1069,"AUDITÓRIO DO MUSEU MUNICIPAL DE PORTIMÃO",174,7,"ANTIGA FÁBRICA DO FEU - ESTRADA DA ROCHA",811
1070,"PAVILHÃO MULTIUSOS PORTIMÃO ARENA",8000,12,"CALDEIRA DO MOINHO",811
1071,"BLACK BOX DO TEMPO",50,8,"LARGO  1º DEZEMBRO",811
1072,"CINE TEATRO DE S BRÁS DE ALPORTEL",342,14,"AVENIDA DA LIBERDADE,  Nºs.  22 - 24",812
1073,"TEATRO GREGÓRIO MASCARENHAS - SALA PRINCIPAL",168,1,"RUA CÂNDIDO DOS REIS",813
1074,"PÁTIO DO TEATRO GREGÓRIO MASCARENHAS",150,10,"RUA CÂNDIDO DOS REIS",813
1075,"CINE TEATRO ANTÓNIO PINHEIRO",400,14,"R D MARCELINO FRANCO 10",814
1076,"CINEMA GRAN PLAZA - SALA 1",196,15,"RUA ALMIRANTE CÂNDIDO DOS REIS - TAVIRA",814
1077,"CINEMA GRAN PLAZA - SALA 2",141,15,"RUA ALMIRANTE CÂNDIDO DOS REIS - TAVIRA",814
1078,"CINEMA GRAN PLAZA - SALA 3",141,15,"RUA ALMIRANTE CÂNDIDO DOS REIS - TAVIRA",814
1079,"CINEMA GRAN PLAZA - SALA 4",141,15,"RUA ALMIRANTE CÂNDIDO DOS REIS - TAVIRA",814
1080,"CINEMA GRAN PLAZA - SALA 5",140,15,"RUA ALMIRANTE CÂNDIDO DOS REIS - TAVIRA",814
1081,"AUDITÓRIO DO CENTRO CULTURAL DE VILA DO BISPO",188,8,"LG DA CÂMARA MUNICIPAL",815
1082,"SALA DE ESPECTÁCULOS DO CASINO DE MONTE GORDO",250,16,"AVENIDA INFANTE DOM HENRIQUE, APARTADO 51",816
1083,"CINEMA DO GLÓRIA FUTEBOL CLUBE",175,17,"RUA DOM PEDRO V, Nº. 47",816
1084,"CENTRO CULTURAL ANTÓNIO ALEIXO",287,8,"R TEÓFILO BRAGA",816
